Symbol,Company Name,Industry,Market Cap
LCA,"Landcadia Holdings IV, Inc.",Shell Companies,140737230
LCAA,L Catterton Asia Acquisition Corp,Shell Companies,308857010
LCFY,Locafy Limited,Internet Content & Information,8308388
LCID,"Lucid Group, Inc.",Auto Manufacturers,9290385956
LCII,LCI Industries,Recreational Vehicles,2691730476
LCNB,LCNB Corp.,Banks - Regional,157173642
LCTX,"Lineage Cell Therapeutics, Inc.",Biotechnology,197735319
LCUT,"Lifetime Brands, Inc.","Furnishings, Fixtures & Appliances",115833402
LCW,Learn CW Investment Corporation,Shell Companies,162049405
LDI,"loanDepot, Inc.",Mortgage Finance,377599967
LDOS,"Leidos Holdings, Inc.",Information Technology Services,12607449024
LDWY,"Lendway, Inc.",Advertising Agencies,9096160
LE,"Lands' End, Inc.",Specialty Retail,200177274
LEA,Lear Corporation,Auto Parts,7467171383
LECO,"Lincoln Electric Holdings, Inc.",Tools & Accessories,10023091708
LEDS,SemiLEDs Corporation,Semiconductors,5505114
LEE,"Lee Enterprises, Incorporated",Publishing,54712234
LEG,"Leggett & Platt, Incorporated","Furnishings, Fixtures & Appliances",3163357500
LEGH,Legacy Housing Corporation,Residential Construction,439780548
LEGN,Legend Biotech Corporation,Biotechnology,11965384320
LEJU,Leju Holdings Limited,Real Estate Services,13783900
LEN,Lennar Corporation,Residential Construction,29433250603
LEN.B,Lennar Corporation,Residential Construction,29585267076
LESL,"Leslie's, Inc.",Home Improvement Retail,929225210
LEU,Centrus Energy Corp.,Uranium,768827662
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,356113903
LEVI,Levi Strauss & Co.,Apparel Manufacturing,5500320138
LEXX,Lexaria Bioscience Corp.,Biotechnology,11944624
LFCR,"Lifecore Biomedical, Inc.",Drug Manufacturers - Specialty & Generic,209247170
LFLY,"Leafly Holdings, Inc.",Pharmaceutical Retailers,13526358
LFMD,"LifeMD, Inc.",Pharmaceutical Retailers,223042413
LFST,"LifeStance Health Group, Inc.",Medical Care Facilities,2158408504
LFT,"Lument Finance Trust, Inc.",REIT - Mortgage,100806216
LFUS,"Littelfuse, Inc.",Electronic Components,5361878015
LFVN,LifeVantage Corporation,Packaged Foods,98094952
LGF.A,Lions Gate Entertainment Corp.,Entertainment,1729804945
LGF.B,Lions Gate Entertainment Corp.,Entertainment,1738165823
LGHL,Lion Group Holding Ltd.,Capital Markets,3731880
LGIH,"LGI Homes, Inc.",Residential Construction,2092768480
LGL,"The LGL Group, Inc.",Electronic Components,24489701
LGMK,"LogicMark, Inc.",Security & Protection Services,2173033
LGND,Ligand Pharmaceuticals Incorporated,Biotechnology,882864111
LGO,Largo Inc.,Other Industrial Metals & Mining,147315000
LGST,Semper Paratus Acquisition Corporation,Shell Companies,171924268
LGVC,LAMF Global Ventures Corp. I,Shell Companies,133538411
LGVN,Longeveron Inc.,Biotechnology,45725369
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,16823784000
LHC,Leo Holdings Corp. II,Shell Companies,155135131
LHX,"L3Harris Technologies, Inc.",Aerospace & Defense,32977228485
LI,Li Auto Inc.,Auto Manufacturers,35197614638
LIAN,LianBio,Biotechnology,424385280
LIBY,Liberty Resources Acquisition Corp.,Shell Companies,78604903
LICN,Lichen China Limited,Specialty Business Services,34964099
LICY,Li-Cycle Holdings Corp.,Waste Management,213729600
LIDR,"AEye, Inc.",Auto Parts,38255461
LIFE,"aTyr Pharma, Inc.",Biotechnology,71307750
LIFW,"MSP Recovery, Inc.",Health Information Services,5241633845
LII,Lennox International Inc.,Building Products & Equipment,12985183260
LILA,Liberty Latin America Ltd.,Telecom Services,1414414925
LILAK,Liberty Latin America Ltd.,Telecom Services,1408092266
LILM,Lilium N.V.,Aerospace & Defense,319785629
LIN,Linde plc,Specialty Chemicals,184868094958
LINC,Lincoln Educational Services Corporation,Education & Training Services,274392125
LIND,"Lindblad Expeditions Holdings, Inc.",Travel Services,323707637
LINK,"Interlink Electronics, Inc.",Electronic Components,55634708
LIPO,Lipella Pharmaceuticals Inc.,Biotechnology,7080807
LIQT,"LiqTech International, Inc.",Pollution & Treatment Controls,21531249
LITB,"LightInTheBox Holding Co., Ltd.",Internet Retail,142808400
LITE,Lumentum Holdings Inc.,Communication Equipment,2665922042
LITM,Snow Lake Resources Ltd.,Other Industrial Metals & Mining,17068632
LIVB,LIV Capital Acquisition Corp. II,Shell Companies,72836676
LIVE,Live Ventures Incorporated,Home Improvement Retail,87525368
LIVN,LivaNova PLC,Medical Devices,2581534530
LIXT,"Lixte Biotechnology Holdings, Inc.",Biotechnology,5808753
LIZI,Lizhi Inc.,Internet Content & Information,18485198
LKCO,Luokung Technology Corp.,Internet Content & Information,11081205
LKFN,Lakeland Financial Corporation,Banks - Regional,1241575594
LKQ,LKQ Corporation,Auto Parts,11624181000
LL,"LL Flooring Holdings, Inc.",Home Improvement Retail,101857280
LLAP,Terran Orbital Corporation,Aerospace & Defense,163329997
LLY,Eli Lilly and Company,Drug Manufacturers - General,537025660873
LMAT,"LeMaitre Vascular, Inc.",Medical Instruments & Supplies,1066402490
LMB,"Limbach Holdings, Inc.",Engineering & Construction,317833209
LMDX,LumiraDx Limited,Diagnostics & Research,184879808
LMFA,"LM Funding America, Inc.",Credit Services,5567722
LMND,"Lemonade, Inc.",Insurance - Property & Casualty,740072796
LMNR,Limoneira Company,Farm Products,256738692
LMT,Lockheed Martin Corporation,Aerospace & Defense,110612461727
LNC,Lincoln National Corporation,Insurance - Life,3635342340
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,477158264
LNG,"Cheniere Energy, Inc.",Oil & Gas Midstream,40147948885
LNKB,"LINKBANCORP, Inc.",Banks - Regional,103747401
LNN,Lindsay Corporation,Farm & Heavy Construction Machinery,1390380684
LNSR,"LENSAR, Inc.",Medical Devices,24179330
LNT,Alliant Energy Corporation,Utilities - Regulated Electric,12251817508
LNTH,"Lantheus Holdings, Inc.",Drug Manufacturers - Specialty & Generic,4213962752
LNW,"Light & Wonder, Inc.",Gambling,6700114753
LNZA,"LanzaTech Global, Inc.",Waste Management,743561200
LOAN,"Manhattan Bridge Capital, Inc.",REIT - Mortgage,52439168
LOB,"Live Oak Bancshares, Inc.",Banks - Regional,1290370602
LOCC,Live Oak Crestview Climate Acquisition Corp.,Shell Companies,259250000
LOCL,Local Bounti Corporation,Farm Products,10182026
LOCO,"El Pollo Loco Holdings, Inc.",Restaurants,271626656
LODE,Comstock Inc.,Real Estate Services,43176159
LOGI,Logitech International S.A.,Computer Hardware,12172632741
LOMA,Loma Negra Compañía Industrial Argentina SA,Building Materials,1759655788
LOOP,"Loop Industries, Inc.",Specialty Chemicals,137336268
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,3595447124
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",254428240
LOW,"Lowe's Companies, Inc.",Home Improvement Retail,108336029302
LPCN,Lipocine Inc.,Biotechnology,12545359
LPG,Dorian LPG Ltd.,Oil & Gas Midstream,1226714151
LPL,"LG Display Co., Ltd.",Consumer Electronics,3248964631
LPLA,LPL Financial Holdings Inc.,Capital Markets,16885011168
LPRO,Open Lending Corporation,Credit Services,729015920
LPSN,"LivePerson, Inc.",Software - Application,198146172
LPTH,"LightPath Technologies, Inc.",Electronic Components,65546950
LPTV,"Loop Media, Inc.",Broadcasting,24933092
LPTX,"Leap Therapeutics, Inc.",Biotechnology,37581138
LPX,Louisiana-Pacific Corporation,Building Products & Equipment,3694015790
LQDA,Liquidia Corporation,Biotechnology,403984464
LQDT,"Liquidity Services, Inc.",Internet Retail,592645141
LQR,LQR House Inc.,Beverages - Wineries & Distilleries,4656818
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,76900632000
LRE,"Lead Real Estate Co., Ltd",Real Estate - Development,72212033
LRFC,Logan Ridge Finance Corporation,Asset Management,55171445
LRHC,La Rosa Holdings Corp.,Real Estate,8404800
LRMR,"Larimar Therapeutics, Inc.",Biotechnology,126370300
LRN,"Stride, Inc.",Education & Training Services,2394339132
LSAK,"Lesaka Technologies, Inc.",Software - Infrastructure,267598515
LSBK,"Lake Shore Bancorp, Inc.",Banks - Regional,55487055
LSCC,Lattice Semiconductor Corporation,Semiconductors,9275051192
LSDI,Lucy Scientific Discovery Inc.,Drug Manufacturers - Specialty & Generic,5078605
LSEA,Landsea Homes Corporation,Real Estate - Development,275891090
LSF,"Laird Superfood, Inc.",Packaged Foods,7241321
LSPD,Lightspeed Commerce Inc.,Software - Application,2001116163
LSTA,"Lisata Therapeutics, Inc.",Biotechnology,16691838
LSTR,"Landstar System, Inc.",Integrated Freight & Logistics,5921793462
LTBR,Lightbridge Corporation,Electrical Equipment & Parts,51157458
LTC,"LTC Properties, Inc.",REIT - Healthcare Facilities,1299913263
LTH,"Life Time Group Holdings, Inc.",Leisure,2328692305
LTHM,Livent Corporation,Specialty Chemicals,2631027717
LTRN,Lantern Pharma Inc.,Biotechnology,28259400
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Internet Content & Information,62165777
LTRX,"Lantronix, Inc.",Communication Equipment,164266326
LTRY,Lottery.com Inc.,Gambling,5092520
LU,Lufax Holding Ltd,Credit Services,4827866401
LUCD,Lucid Diagnostics Inc.,Medical Devices,56406153
LUCY,"Innovative Eyewear, Inc.",Medical Instruments & Supplies,5308969
LULU,Lululemon Athletica Inc.,Apparel Retail,49572435575
LUMN,"Lumen Technologies, Inc.",Telecom Services,1501905124
LUMO,"Lumos Pharma, Inc.",Biotechnology,28805647
LUNA,Luna Innovations Incorporated,Scientific & Technical Instruments,185907356
LUNG,Pulmonx Corporation,Medical Devices,300038553
LUNR,"Intuitive Machines, Inc.",Aerospace & Defense,62115600
LUV,Southwest Airlines Co.,Airlines,13407720980
LUXH,LuxUrban Hotels Inc.,Lodging,146445519
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Apparel Retail,88350240
LVO,"LiveOne, Inc.",Entertainment,90090162
LVOX,"LiveVox Holdings, Inc.",Software - Infrastructure,341038491
LVRO,Lavoro Limited,Agricultural Inputs,606361600
LVS,Las Vegas Sands Corp.,Resorts & Casinos,36557960003
LVTX,LAVA Therapeutics N.V.,Biotechnology,31021138
LVWR,"LiveWire Group, Inc.",Auto Manufacturers,2088228640
LW,"Lamb Weston Holdings, Inc.",Packaged Foods,12973865756
LWAY,"Lifeway Foods, Inc.",Packaged Foods,177099489
LWLG,"Lightwave Logic, Inc.",Specialty Chemicals,526408240
LX,LexinFintech Holdings Ltd.,Credit Services,304862360
LXEH,"Lixiang Education Holding Co., Ltd.",Education & Training Services,5200026
LXFR,Luxfer Holdings PLC,Specialty Industrial Machinery,228403500
LXP,LXP Industrial Trust,REIT - Industrial,2296957226
LXRX,"Lexicon Pharmaceuticals, Inc.",Biotechnology,293909990
LXU,"LSB Industries, Inc.",Chemicals,679506939
LYB,LyondellBasell Industries N.V.,Specialty Chemicals,29372247475
LYEL,"Lyell Immunopharma, Inc.",Biotechnology,449338344
LYFT,"Lyft, Inc.",Software - Application,3561098125
LYG,Lloyds Banking Group plc,Banks - Regional,32466093614
LYRA,"Lyra Therapeutics, Inc.",Biotechnology,151609536
LYT,Lytus Technologies Holdings PTV. Ltd.,Software - Application,5742088
LYTS,LSI Industries Inc.,Electronic Components,428355846
LYV,"Live Nation Entertainment, Inc.",Entertainment,18089869229
LZ,"LegalZoom.com, Inc.",Specialty Business Services,1912082252
LZB,La-Z-Boy Incorporated,"Furnishings, Fixtures & Appliances",1235578050
LZM,Lifezone Metals Limited,Other Industrial Metals & Mining,747238910
M,"Macy's, Inc.",Department Stores,3289080488
MA,Mastercard Incorporated,Credit Services,347095440000
MAA,"Mid-America Apartment Communities, Inc.",REIT - Residential,13712006880
MAC,The Macerich Company,REIT - Retail,2188494453
MACA,Moringa Acquisition Corp,Shell Companies,64617476
MACK,"Merrimack Pharmaceuticals, Inc.",Biotechnology,175861880
MAG,MAG Silver Corp.,Silver,1075764800
MAIA,"MAIA Biotechnology, Inc.",Biotechnology,27251800
MAIN,Main Street Capital Corporation,Asset Management,3131439720
MAMA,"Mama's Creations, Inc.",Packaged Foods,131041278
MAN,ManpowerGroup Inc.,Staffing & Employment Services,3447380836
MANH,"Manhattan Associates, Inc.",Software - Application,11651829752
MANU,Manchester United plc,Entertainment,2932424222
MAPS,"WM Technology, Inc.",Software - Application,180123888
MAQC,Maquia Capital Acquisition Corporation,Shell Companies,71012144
MAR,"Marriott International, Inc.",Lodging,56095961600
MARA,"Marathon Digital Holdings, Inc.",Capital Markets,1872243979
MARK,"Remark Holdings, Inc.",Software - Infrastructure,8415010
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,10680000
MARX,Mars Acquisition Corp.,Shell Companies,98959800
MAS,Masco Corporation,Building Products & Equipment,11635886415
MASI,Masimo Corporation,Medical Instruments & Supplies,4230201629
MASS,908 Devices Inc.,Medical Devices,169754550
MAT,"Mattel, Inc.",Leisure,6647189180
MATH,Metalpha Technology Holding Limited,Internet Content & Information,51009504
MATV,"Mativ Holdings, Inc.",Paper & Paper Products,708463420
MATW,Matthews International Corporation,Conglomerates,1082822058
MATX,"Matson, Inc.",Marine Shipping,3191193313
MAX,"MediaAlpha, Inc.",Internet Content & Information,620061750
MAXN,"Maxeon Solar Technologies, Ltd.",Solar,333042431
MAYS,"J.W. Mays, Inc.",Real Estate Services,89742526
MBAC,M3-Brigade Acquisition II Corp.,Shell Companies,151766270
MBC,"MasterBrand, Inc.","Furnishings, Fixtures & Appliances",1413450810
MBCN,Middlefield Banc Corp.,Banks - Regional,206118013
MBI,MBIA Inc.,Insurance - Specialty,340173595
MBIN,Merchants Bancorp,Banks - Regional,1282850691
MBIO,"Mustang Bio, Inc.",Biotechnology,11978716
MBLY,Mobileye Global Inc.,Auto Parts,27247488468
MBOT,Microbot Medical Inc.,Medical Instruments & Supplies,13229249
MBRX,"Moleculin Biotech, Inc.",Biotechnology,13533922
MBTC,Nocturne Acquisition Corporation,Shell Companies,60999185
MBUU,"Malibu Boats, Inc.",Recreational Vehicles,926710656
MBWM,Mercantile Bank Corporation,Banks - Regional,523795140
MC,Moelis & Company,Capital Markets,2676920435
MCAA,Mountain & Co. I Acquisition Corp.,Shell Companies,200758864
MCAC,Monterey Capital Acquisition Corporation,Shell Companies,124526589
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,33807798
MCAG,Mountain Crest Acquisition Corp. V,Shell Companies,34056408
MCB,Metropolitan Bank Holding Corp.,Banks - Regional,360533393
MCBC,Macatawa Bank Corporation,Banks - Regional,313081395
MCBS,"MetroCity Bankshares, Inc.",Banks - Regional,504066764
MCD,McDonald's Corporation,Restaurants,189587696531
MCFT,"MasterCraft Boat Holdings, Inc.",Recreational Vehicles,345946297
MCHP,Microchip Technology Incorporated,Semiconductors,38462641571
MCHX,"Marchex, Inc.",Advertising Agencies,59843148
MCK,McKesson Corporation,Medical Distribution,60629005860
MCO,Moody's Corporation,Financial Data & Stock Exchanges,56058706691
MCOM,Micromobility.com Inc.,Recreational Vehicles,9983469
MCRB,"Seres Therapeutics, Inc.",Biotechnology,185897250
MCRI,"Monarch Casino & Resort, Inc.",Resorts & Casinos,1152943227
MCS,The Marcus Corporation,Entertainment,488349064
MCVT,"Mill City Ventures III, Ltd.",Credit Services,18517254
MCW,"Mister Car Wash, Inc.",Personal Services,1671891093
MCY,Mercury General Corporation,Insurance - Property & Casualty,1679959174
MD,"Pediatrix Medical Group, Inc.",Medical Care Facilities,957775938
MDAI,Spectral AI Inc.,Medical Devices,44878800
MDB,"MongoDB, Inc.",Software - Infrastructure,23993188980
MDBH,"MDB Capital Holdings, LLC",Capital Markets,100392804
MDC,"M.D.C. Holdings, Inc.",Residential Construction,2778901179
MDGL,"Madrigal Pharmaceuticals, Inc.",Biotechnology,2487589695
MDGS,Medigus Ltd.,Medical Devices,5377182
MDIA,MediaCo Holding Inc.,Broadcasting,14456903
MDJH,MDJM Ltd,Real Estate Services,18096560
MDLZ,"Mondelez International, Inc.",Confectioners,89760509489
MDNA,Medicenna Therapeutics Corp.,Biotechnology,12541714
MDRR,"Medalist Diversified REIT, Inc.",REIT - Diversified,11892822
MDRX,Veradigm Inc,Health Information Services,1419287400
MDT,Medtronic plc,Medical Devices,93141269678
MDU,"MDU Resources Group, Inc.",Conglomerates,3746939200
MDV,Modiv Inc.,REIT - Diversified,115885210
MDVL,"MedAvail Holdings, Inc.",Pharmaceutical Retailers,7117343
MDWD,MediWound Ltd.,Biotechnology,77692212
MDWT,Midwest Holding Inc.,Insurance - Life,97922336
MDXG,"MiMedx Group, Inc.",Biotechnology,733808880
MDXH,MDxHealth SA,Diagnostics & Research,63854154
ME,23andMe Holding Co.,Diagnostics & Research,364857569
MEC,"Mayville Engineering Company, Inc.",Metal Fabrication,231456010
MED,"Medifast, Inc.",Personal Services,754090950
MEDP,"Medpace Holdings, Inc.",Diagnostics & Research,7419246120
MEDS,"TRxADE HEALTH, Inc.",Pharmaceutical Retailers,7383246
MEG,"Montrose Environmental Group, Inc.",Waste Management,679990740
MEGL,Magic Empire Global Limited,Capital Markets,17217685
MEI,"Methode Electronics, Inc.",Electronic Components,819216125
MEIP,"MEI Pharma, Inc.",Biotechnology,45440705
MELI,"MercadoLibre, Inc.",Internet Retail,61425672448
MEOH,Methanex Corporation,Chemicals,2791449991
MERC,Mercer International Inc.,Paper & Paper Products,530868702
MESA,"Mesa Air Group, Inc.",Airlines,22497661
MESO,Mesoblast Limited,Biotechnology,201787680
MET,"MetLife, Inc.",Insurance - Life,44685148191
META,"Meta Platforms, Inc.",Internet Content & Information,777793884500
METC,"Ramaco Resources, Inc.",Coking Coal,633731313
METCB,Ramaco Resources Inc.,Coking Coal,583279616
MF,Missfresh Limited,Grocery Stores,6751312
MFA,"MFA Financial, Inc.",REIT - Mortgage,899918280
MFC,Manulife Financial Corporation,Insurance - Life,31868137600
MFG,"Mizuho Financial Group, Inc.",Banks - Regional,43852039557
MFH,Mercurity Fintech Holding Inc.,Capital Markets,46538100
MFIC,MidCap Financial Investment Corporation,Asset Management,833284641
MFIN,Medallion Financial Corp.,Credit Services,151853650
MG,"Mistras Group, Inc.",Security & Protection Services,163327780
MGA,Magna International Inc.,Auto Parts,13690038303
MGAM,Mobile Global Esports Inc.,Electronic Gaming & Multimedia,6428720
MGEE,"MGE Energy, Inc.",Utilities - Diversified,2580258590
MGIC,Magic Software Enterprises Ltd.,Information Technology Services,487494483
MGIH,Millennium Group International Holdings Limited,Packaging & Containers,18450000
MGLD,"The Marygold Companies, Inc.",Asset Management,40171170
MGM,MGM Resorts International,Resorts & Casinos,12221463591
MGNI,"Magnite, Inc.",Advertising Agencies,894342322
MGNX,"MacroGenics, Inc.",Biotechnology,319659420
MGOL,MGO Global Inc.,Advertising Agencies,5968613
MGPI,"MGP Ingredients, Inc.",Beverages - Wineries & Distilleries,2098488864
MGRC,McGrath RentCorp,Rental & Leasing Services,2466532080
